id,type,answer_count,question_body,title,uri
153650,question,,"By it's very definition, &quot;Mohs surgery&quot; implies that the surgeon (dermatologist) is the same one cutting as is acting as the pathologist to interpret the frozen section margins. If you are told that you are having &quot;Mohs surgery&quot; yet there is a separate pathologist from the surgeon interpreting the frozen sections, then most likely you are not being treated with Mohs surgery. In that scenario, you are having &quot;frozen sections&quot; performed by a pathologist that are most likely oriented vertically versus horizontally (typically Mohs sections).","Steven Hacker, MD answers: Should the surgeon also be the pathologist for MOHS surgery?",/question/mohs-surgery-surgeon-pathologist
1358787,question,2,"I do not have insurance. The biopsy came back as a basal cell. I understand it is an approximate amount until they start looking at each stage of tissue. I am trying to keep my head on straight here and make a final decision, without being overly emotional. I live in the Tampa Bay area and am considering getting a second opinion. Yes the doctor that gave me the estimate is an affiliate member of the society of Mohs surgery.","Is $1850 approx for Mohs surgery which includes 2 stages and a close, a reasonable price?",/question/florida-fl-1850-approx-for-mohs-surgery-includes-stages-and-close-reasonable
507367,question,4,"
	I had a skin graft after Mohs. The graft extended down into my upper lip. The result is my lip line (from the center extending about 3/4 of an inch towards the left corner of the lip) is gone and the area below where a lip line would be is flat until it reaches the scar where the graft was attached. Can this be fixed. Plastic surgery or injectible filler? Who is the best doctor in NYC for this kind of surgery? Cost is no object.
",Can Surgery Repair my Lip? Had a Skin Graft After Mohs,/question/surgery-repair-my-lip
357561,question,6,"
	I had a BCC removed on my nasal ala with Mohs Surgery 6 months ago. A rhomboid flap was used to repair it. The flap has been raised from the beginning and my nose does not look symmetrical. The crease cannot be seen on the right side because of the elevated flap and there is also a bony protrusion just to the right of the tip that shows as a white bump. A shadow and pulled look shows along the bottom edge of the flap. No cartilage was added when repaired. Please offer suggestions. Thanks.
",Revision Suggestions After Mohs Surgery Repair,/question/revision-suggestions-after-mohs-surgery-repair
12389847,question,,"Mohs surgery on the face often requires surgical repair and reconstruction to reapproximate the skin edges. Flaps or direct closure techniques are used. It is important that you optimize scar healing during this phase in order to reduce longterm scars. For red scars, we use Vbeam laser, followed by fractional laser for scar topography and contour. We recommend Platos Scar Serum twice daily for the immediate postoperative period. Fractional laser is safe for scar laser therapy. There are treatments for swelling and edema of the scars. If there is residual sutures or edema, we advise you to follow a scar treatment protocol that can minimize the time to recovery. Our office specializes in scar revisions for Mohs surgery. Best, Dr. KaramanoukianRealself100 Surgeon","Raffy Karamanoukian, MD, FACS answers: Why do I have a blister like bump on lip after Mohs surgery for BCC just above lip line? ",/question/east-hampton-ct-blister-bump-lip-after-mohs-surgery-bcc-lip-line
8612143,question,2,I had Mohs on my scalp 2 months ago. The surgeon stitched the excision without the need for a skin graft. However I am still totally bald in the place he shaved for the surgery. I thought it would grow back normally but there is no sign of this happening. Is this normal and if so has anyone used scalp dye to make their scalp less obvious? Thanks,2 months post Mohs on scalp I am still totally bald where I was shaved for surgery. Will it grow back? Can I use scalp dye?,/question/england-hair-growth-after-mohs-scalp
547163,question,,"
	A well done Mohs surgery should have a higher cure rate (98%) than surgery done with frozen section (90%) AND should result in more tissue preservation. You can still use a plastic surgeon for reconstruction following the Mohs surgery if you wish. Dr. Kaufman explains the process very well.

	&nbsp;

	If the cancer is in an area with a lot of loose tissue (like the arm) excision with carefully examined margins can be fine as well. If the cancer is on the face or very large, go with Mohs. Good luck!
","J. Charles Finn, MD answers: Is There a Difference Between Mohs Surgery Performed by a Dermatologist and Cancer Removal of Basil",/question/there-difference-mohs-surgery-performed-dermatologits-and-cancer-removal-basil
12108382,question,,"Studies show that Mohs surgery has the highest cure rate AND is associated with the most tissue sparing approach. Mohs takes a very small margin around the edge of the tumor, and looks at the most complete margin. So Mohs is the way to go for sure, and it is quite common to have to wait several weeks to see a desirable surgeon. So waiting 6-8 weeks is pretty common, just make sure you are seeing a Mohs College trained surgeon &mdash; as these are the folks that did an actual full fellowship in Mohs surgery.","Joel L. Cohen, MD answers: Will having surgery scheduled for 2 months after consult jeopardize the size of the basal cell on the",/question/florida-surgery-scheduled-months-after-consult-basal-cell
272830,question,,"
	Mohs surgery by definition and to be billed as such is required to have the removal and the pathology performed &nbsp;by one single and same surgeon. Anything else is not Mohs surgery. The billing is not separate for the pathology it is all bundled into the removal and examination under the microscope. You do not get a separate bill from a pathologist. My suggestion is that if you desire the advantages of Mohs surgery including a 99% cure rate then you seek out a fellowship-trained Mohs surgeon to perform your surgery. The entire procedure from start to finish inclduing removal, microscopic examination and reconstruction is perfomed by the same person. Frozen section is not the same as Mohs surgery in anyway shape or form except for the fact that the tissue is frozen immediately for examination.&nbsp; The processing of the tissue is completely different in almost all cases where Mohs examines 100% of the margins in a horizontal fashion while &quot;frozen section&quot; looks at less than 1% of the margins in a vertical breadloafing manner.&nbsp; That being said, whether you are paying out of your pocket or your insurance is paying for your care &nbsp;you need to be sure you are getting what you are paying for.
","Shawn Allen, MD answers: Should the Surgeon Also Be the Pathologist for MOHS Surgery?",/question/mohs-surgery-surgeon-pathologist
6118423,question,,"If the skin cancer is confined to the nasal tip and does not extend to the side of the nose near the ala (side of nostril) where it would affect the supportive cartilage and nasal valve, it is unlikely that Mohs surgery would affect one's breathing. That being said, it is often hard to predict how extensive a skin cancer will be, or what kind of repair (stitching) will be required to close the defect,&nbsp;especially in the absence of a photo. An experienced Mohs surgeon will be able to advise you as to the risk of nasal valve collapse prior to the repair of the defect. Best wishes--&nbsp;Dr.&nbsp;Jensen","J. Daniel Jensen, MD answers: Will MOHs surgery on the tip of the nose cause breathing difficulties?",/question/saint-augustine-fl-mohs-surgery-tip-nose-breathing-difficulties
